meeting_date,hawkishness_im,uncertainty_im,dissent_detected,fg_type,fg_direction,inflation_outlook,growth_prospects,labor_market,speech_hawkishness,agg_econ_index,expected_change_bp,entropy,modal_outcome,hawkishness_index_ii,policy_uncertainty,p_hold,dfr_actual_bp,dfr_surprise_mech,dfr_surprise_sal,dfr_surprise_norm,dfr_direction,mro_surprise_mech,month,hicp_yoy,unemp_rate,gdp_yoy
1999-12-02,0.88,0.42,False,Delphic,ambiguous,0.1884615384615384,0.2923076923076922,0.0346153846153846,0.3314,0.1888,18.11,1.0827,hold,0.3622,0.6727,0.4299,0.0,-18.11,0.8442,-1.4534,dovish_surprise,-18.11,1999-12-31,1.7,,4.0
1999-12-15,0.38,0.43,False,Delphic,ambiguous,0.2233333333333333,0.26,0.03,0.147,0.1957,5.7875,0.6417,hold,0.1157,0.3987,0.7831,0.0,-5.7875,0.2445,-0.4369,dovish_surprise,-5.7875,1999-12-31,1.7,,4.0
2000-01-05,0.3,0.4333,False,Delphic,hike,0.1870967741935484,0.2741935483870967,0.0032258064516129,0.0,0.1765,8.0375,0.8984,hold,0.1608,0.5582,0.6552,0.0,-8.0375,0.4228,-0.6089,dovish_surprise,-8.0375,2000-01-31,1.9,9.5,4.0
2000-01-20,0.32,0.45,False,Delphic,ambiguous,0.2741379310344827,0.3568965517241379,0.0448275862068965,0.71,0.2531,7.2,0.8424,hold,0.144,0.5234,0.6783,0.0,-7.2,0.3882,-0.5448,dovish_surprise,-7.2,2000-01-31,1.9,9.5,4.0
2000-02-03,0.35,0.4,False,Delphic,hike,0.2696428571428572,0.3732142857142858,0.075,0.475,0.2618,11.6975,1.0745,hold,0.2339,0.6676,0.5268,25.0,13.3025,1.0654,1.0152,hawkish_surprise,13.3025,2000-02-29,1.9,9.5,4.0
2000-02-17,0.52,0.5,False,Delphic,hike,0.2818181818181818,0.396969696969697,0.0363636363636363,0.45,0.2673,12.8775,1.0133,hold,0.2576,0.6296,0.5334,0.0,-12.8775,0.6285,-0.9272,dovish_surprise,-12.8775,2000-02-29,1.9,9.5,4.0
2000-03-02,0.5,0.33,False,Delphic,hike,0.3354838709677419,0.4806451612903225,0.0451612903225806,-0.075,0.321,9.205,0.8995,hold,0.1841,0.5589,0.6034,0.0,-9.205,0.5052,-0.6508,dovish_surprise,-9.205,2000-03-31,2.0,9.4,4.2
2000-03-16,0.57,0.5,False,Odyssean,hike,0.3257575757575757,0.3181818181818182,0.0954545454545454,0.3,0.2774,17.24,0.9796,hike_standard,0.3448,0.6087,0.4326,25.0,7.76,0.8092,0.5464,hawkish_surprise,7.76,2000-03-31,2.0,9.4,4.2
2000-03-30,0.57,0.5,True,Odyssean,hike,0.3397058823529412,0.288235294117647,0.0941176470588235,0.1525,0.2751,17.91,0.9047,hike_standard,0.3582,0.5621,0.3672,0.0,-17.91,1.0018,-1.2322,dovish_surprise,-17.91,2000-03-31,2.0,9.4,4.2
2000-04-13,0.65,0.4,False,Delphic,hike,0.478125,0.5,0.128125,0.326,0.4147,20.5875,1.1071,hike_standard,0.4117,0.6879,0.3309,0.0,-20.5875,1.1059,-1.3749,dovish_surprise,-20.5875,2000-04-30,1.7,9.3,4.2
2000-04-27,0.85,0.4,False,Delphic,hike,0.378125,0.396875,0.096875,0.33,0.3275,19.665,0.9053,hike_standard,0.3933,0.5625,0.3128,25.0,5.335,0.5314,0.3391,hawkish_surprise,5.335,2000-04-30,1.7,9.3,4.2
2000-05-11,0.78,0.3,False,Delphic,hike,0.3921052631578947,0.2671052631578948,0.0776315789473684,0.06,0.2917,25.6825,0.8961,hike_standard,0.5137,0.5568,0.164,0.0,-25.6825,1.8079,-2.4884,dovish_surprise,-25.6825,2000-05-31,1.7,9.3,4.2
2000-05-25,0.85,0.3,False,Delphic,hike,0.3347222222222222,0.3083333333333333,0.0611111111111111,0.1483,0.2721,21.2075,0.829,hike_standard,0.4241,0.5151,0.2416,0.0,-21.2075,1.4205,-1.8473,dovish_surprise,-21.2075,2000-05-31,1.7,9.3,4.2
2000-06-08,0.4,0.3,False,Delphic,hike,0.3289473684210526,0.3525641025641025,-0.0078947368421052,0.408,0.2687,16.0,1.0275,hold,0.32,0.6384,0.4567,50.0,34.0,2.1261,2.8983,hawkish_surprise,34.0,2000-06-30,2.1,9.2,4.6
2000-06-21,0.9,0.1,False,,hike,0.3763157894736842,0.3328947368421053,-0.0105263157894736,0.395,0.2859,7.8575,0.7629,hold,0.1572,0.474,0.7689,0.0,-7.8575,0.2628,-0.4725,dovish_surprise,-7.8575,2000-06-30,2.1,9.2,4.6
2000-07-06,0.9,0.1,False,Delphic,ambiguous,0.3824999999999999,0.37,-0.015,0.205,0.2992,18.0325,1.0478,hike_standard,0.3606,0.651,0.3806,0.0,-18.0325,0.966,-1.0844,dovish_surprise,-18.0325,2000-07-31,2.1,9.2,4.6
2000-07-20,0.55,0.3,False,Delphic,hold,0.4351351351351352,0.5081081081081081,0.1540540540540541,0.24,0.4008,8.5525,0.8259,hold,0.1711,0.5132,0.6747,0.0,-8.5525,0.3935,-0.503,dovish_surprise,-8.5525,2000-07-31,2.1,9.2,4.6
2000-08-03,0.6,0.2,False,Delphic,hold,0.4957142857142858,0.5028571428571428,0.16,0.0,0.4307,3.4575,0.4019,hold,0.0692,0.2497,0.8617,0.0,-3.4575,0.1488,-0.2165,no_surprise,-3.4575,2000-08-31,2.1,9.2,4.6
2000-08-31,0.4,0.3,False,Delphic,hold,0.4352941176470589,0.3147058823529411,0.088235294117647,0.0,0.3297,5.715,0.6445,hold,0.1143,0.4005,0.735,25.0,19.285,1.3992,1.2101,hawkish_surprise,19.285,2000-08-31,2.1,9.2,4.6
2000-09-14,0.6,0.4,False,Delphic,ambiguous,0.4307692307692308,0.3692307692307692,0.1012820512820512,0.0,0.3464,8.9975,0.7373,hold,0.1799,0.4581,0.6077,0.0,-8.9975,0.4981,-0.5143,dovish_surprise,-8.9975,2000-09-30,2.4,9.1,3.9
2000-10-05,0.68,0.37,False,Delphic,hike,0.4390624999999999,0.31875,0.065625,0.0792,0.3283,14.385,1.0473,hold,0.2877,0.6507,0.4667,25.0,10.615,0.8848,0.6206,hawkish_surprise,10.615,2000-10-31,2.4,9.0,3.9
2000-10-19,0.6,0.43,False,Delphic,ambiguous,0.4702702702702702,0.4256756756756756,0.1756756756756756,0.07,0.398,6.57,0.7642,hold,0.1314,0.4748,0.7258,0.0,-6.57,0.3205,-0.3801,dovish_surprise,-6.57,2000-10-31,2.4,9.0,3.9
2000-11-02,0.225,0.45,False,Delphic,ambiguous,0.4447368421052631,0.4052631578947369,0.1671052631578947,0.2233,0.3774,7.525,0.7905,hold,0.1505,0.4912,0.7017,0.0,-7.525,0.3542,-0.4542,dovish_surprise,-7.525,2000-11-30,2.4,9.0,3.9
2000-11-16,0.55,0.375,False,Delphic,ambiguous,0.3542857142857143,0.2457142857142857,0.1114285714285714,0.4125,0.2731,11.0875,0.8902,hold,0.2218,0.5531,0.5693,0.0,-11.0875,0.5633,-0.6746,dovish_surprise,-11.0875,2000-11-30,2.4,9.0,3.9
2000-11-30,0.75,0.45,False,Delphic,hike,0.2974358974358975,0.2076923076923076,0.0666666666666666,0.2529,0.2244,12.515,1.0417,hike_standard,0.2503,0.6472,0.4423,0.0,-12.515,0.8158,-0.8202,dovish_surprise,-12.515,2000-11-30,2.4,9.0,3.9
2000-12-14,0.45,0.45,False,Delphic,hike,0.3948717948717949,0.2538461538461538,0.1512820512820513,0.235,0.3038,12.9275,1.0296,hold,0.2586,0.6397,0.5124,0.0,-12.9275,0.6686,-0.8891,dovish_surprise,-12.9275,2000-12-31,2.5,8.9,3.4
2001-01-04,0.28,0.33,False,Delphic,hike,0.3041666666666667,0.2194444444444444,0.1527777777777778,0.27,0.2485,5.22,0.6359,hold,0.1044,0.3951,0.749,0.0,-5.22,0.289,-0.5214,dovish_surprise,-5.22,2001-01-31,2.0,8.8,3.4
2001-01-18,0.3,0.43,False,Delphic,hike,0.4026315789473684,0.2355263157894736,0.2026315789473684,0.04,0.3125,8.6725,0.9357,hold,0.1734,0.5814,0.5887,0.0,-8.6725,0.5298,-0.8681,dovish_surprise,-8.6725,2001-01-31,2.0,8.8,3.4
2001-02-01,0.65,0.5,False,Delphic,hike,0.3776315789473684,0.2381578947368421,0.2184210526315789,0.29,0.3039,16.2425,1.0331,hike_standard,0.3248,0.6419,0.3936,0.0,-16.2425,0.9324,-1.7433,dovish_surprise,-16.2425,2001-02-28,2.0,8.8,3.4
2001-02-15,0.45,0.33,False,Delphic,hold,0.1916666666666666,0.0357142857142857,0.0571428571428571,0.352,0.118,8.1725,0.9765,hold,0.1634,0.6067,0.6092,0.0,-8.1725,0.4956,-0.8326,dovish_surprise,-8.1725,2001-02-28,2.0,8.8,3.4
2001-03-01,0.3,0.47,False,Delphic,ambiguous,0.2457446808510638,0.1191489361702127,0.0829787234042553,0.32,0.1752,4.9325,0.8462,hold,0.0987,0.5258,0.706,0.0,-4.9325,0.3481,-0.5018,no_surprise,-4.9325,2001-03-31,2.2,8.7,3.2
2001-03-15,0.025,0.3,False,Delphic,hold,0.2142857142857142,0.0214285714285714,0.1309523809523809,0.31,0.1398,1.6225,0.5245,hold,0.0324,0.3259,0.8451,0.0,-1.6225,0.1683,-0.2543,no_surprise,-1.6225,2001-03-31,2.2,8.7,3.2
2001-03-29,0.1,0.57,False,Delphic,hold,0.2512820512820513,0.1512820512820513,0.1076923076923076,0.0967,0.1926,0.785,0.397,hold,0.0157,0.2467,0.8974,0.0,-0.785,0.1083,-0.1194,no_surprise,-0.785,2001-03-31,2.2,8.7,3.2
2001-04-11,0.07,0.5,False,Delphic,hold,0.1766666666666666,0.1266666666666666,0.13,0.65,0.1523,1.46,0.2225,hold,0.0292,0.1382,0.9416,0.0,-1.46,0.0602,-0.3301,no_surprise,-1.46,2001-04-30,2.7,8.7,3.2
2001-04-26,0.25,0.4,False,Delphic,hold,0.2136363636363636,0.2454545454545454,0.1303030303030303,-0.0067,0.2065,6.055,0.7534,hold,0.1211,0.4681,0.6756,0.0,-6.055,0.3922,-1.2682,dovish_surprise,-6.055,2001-04-30,2.7,8.7,3.2
2001-05-10,-0.05,0.53,False,Delphic,hold,0.1604651162790697,0.0465116279069767,0.0534883720930232,0.0,0.1049,0.03,0.3342,hold,0.0006,0.2077,0.92,-25.0,-25.03,3.234,-5.2217,dovish_surprise,-25.03,2001-05-31,3.1,8.8,3.2
2001-05-23,-0.65,0.6,False,Delphic,hold,0.1512499999999999,-0.01875,0.075,0.37,0.085,-5.915,0.7525,hold,-0.1183,0.4676,0.679,0.0,5.915,0.3871,0.87,hawkish_surprise,5.915,2001-05-31,3.1,8.8,3.2
2001-06-07,-0.83,0.47,False,Delphic,hold,0.1121951219512195,-0.0109756097560975,0.0414634146341463,0.1525,0.0611,-3.465,0.528,hold,-0.0693,0.3281,0.8461,0.0,3.465,0.1671,0.4464,no_surprise,3.465,2001-06-30,2.9,8.7,2.3
2001-06-21,0.05,0.3,False,Delphic,hold,0.1693877551020408,0.046938775510204,0.0714285714285714,0.3575,0.1131,-0.8925,0.5137,hold,-0.0178,0.3192,0.8536,0.0,0.8925,0.1583,0.1108,no_surprise,0.8925,2001-06-30,2.9,8.7,2.3
2001-07-05,0.07,0.37,False,Delphic,hold,0.0968085106382978,0.0659574468085106,0.0553191489361702,0.1233,0.0793,2.2575,0.582,hold,0.0451,0.3616,0.8159,0.0,-2.2575,0.2035,-0.2733,no_surprise,-2.2575,2001-07-31,2.5,8.7,2.3
2001-07-19,-0.1,0.4,False,Delphic,hold,0.2178571428571428,-0.1797619047619047,0.0583333333333333,0.29,0.0667,0.04,0.3944,hold,0.0008,0.2451,0.9,0.0,-0.04,0.1054,-0.0049,no_surprise,-0.04,2001-07-31,2.5,8.7,2.3
2001-08-02,0.27,0.4,False,Delphic,hold,0.2291666666666666,-0.1444444444444444,0.0638888888888888,0.385,0.084,-1.305,0.5683,hold,-0.0261,0.3531,0.8289,0.0,1.305,0.1877,0.1735,no_surprise,1.305,2001-08-31,2.3,8.7,2.3
2001-08-30,-0.15,0.5,False,Delphic,hold,0.21875,-0.1924999999999999,0.03,0.0,0.0576,2.3325,0.6104,hold,0.0466,0.3793,0.8027,-25.0,-27.3325,2.9565,-3.6595,dovish_surprise,-27.3325,2001-08-31,2.3,8.7,2.3
2001-09-13,-0.6,0.55,False,Delphic,ambiguous,0.06875,-0.2145833333333333,-0.0208333333333333,0.035,-0.0342,-8.41,0.9271,hold,-0.1682,0.576,0.6586,0.0,8.41,0.4176,0.8286,hawkish_surprise,8.41,2001-09-30,2.2,8.8,1.9
2001-09-17,-0.5,0.6,True,Delphic,ambiguous,0.1142857142857142,-0.136734693877551,0.0040816326530612,0.0317,0.0169,-3.0675,0.5102,hold,-0.0613,0.317,0.8353,-50.0,-46.9325,13.8155,-4.3695,dovish_surprise,-46.9325,2001-09-30,2.2,8.8,1.9
2001-09-27,-0.6,0.475,False,Delphic,ambiguous,0.0877551020408163,-0.1571428571428571,-0.0265306122448979,0.1137,-0.0086,-10.645,0.9262,hold,-0.2129,0.5755,0.6038,0.0,10.645,0.5045,0.6646,hawkish_surprise,10.645,2001-09-30,2.2,8.8,1.9
2001-10-11,-0.7,0.6,False,Delphic,ambiguous,0.0630952380952381,-0.375,-0.0452380952380952,0.018,-0.09,-11.5475,1.0242,hold,-0.2309,0.6364,0.5405,0.0,11.5475,0.6153,0.6904,hawkish_surprise,11.5475,2001-10-31,2.2,8.8,1.9
2001-10-25,0.3,0.85,False,Delphic,hold,0.0090909090909091,-0.3681818181818181,-0.0477272727272727,0.225,-0.1155,-5.725,0.5806,hold,-0.1145,0.3607,0.8147,0.0,5.725,0.2049,0.3281,hawkish_surprise,5.725,2001-10-31,2.2,8.8,1.9
2001-11-08,0.45,0.825,False,Delphic,ambiguous,-0.0130434782608695,-0.2434782608695652,0.008695652173913,0.095,-0.0778,-2.6575,0.5212,hold,-0.0532,0.3238,0.8365,-50.0,-47.3425,13.8155,-2.8609,dovish_surprise,-47.3425,2001-11-30,2.0,8.8,1.9
2001-12-06,-0.575,0.7,False,Delphic,hold,-0.0591836734693877,-0.2724489795918367,0.0040816326530612,0.0388,-0.1105,-8.855,0.7548,hold,-0.1771,0.469,0.7201,0.0,8.855,0.3284,0.4337,hawkish_surprise,8.855,2001-12-31,2.0,8.8,1.2
2002-01-03,-0.2,0.65,False,Delphic,hold,-0.0989583333333333,-0.2593749999999999,-0.0520833333333333,0.06,-0.1377,-1.795,0.388,hold,-0.0359,0.2411,0.893,0.0,1.795,0.1132,0.0867,no_surprise,1.795,2002-01-31,2.6,8.8,1.2
2002-02-07,0.1,0.57,False,Delphic,hold,-0.1106382978723404,-0.4095744680851064,-0.1234042553191489,0.0925,-0.2029,-1.3125,0.2862,hold,-0.0262,0.1778,0.9283,0.0,1.3125,0.0744,0.0633,no_surprise,1.3125,2002-02-28,2.5,8.8,1.2
2002-03-07,-0.03,0.5,False,Delphic,ambiguous,-0.0785714285714285,-0.2035714285714286,-0.0738095238095238,0.165,-0.1151,-0.03,0.1957,hold,-0.0006,0.1216,0.96,0.0,0.03,0.0408,0.0014,no_surprise,0.03,2002-03-31,2.5,8.8,0.4
2002-04-04,0.05,0.57,False,Delphic,hold,0.001063829787234,-0.1734042553191489,-0.0819148936170212,0.0643,-0.0679,0.75,0.2955,hold,0.015,0.1836,0.93,0.0,-0.75,0.0726,-0.036,no_surprise,-0.75,2002-04-30,2.4,8.9,0.4
2002-05-02,-0.5,0.6,False,Delphic,hold,0.0238095238095238,-0.1952380952380952,-0.0547619047619047,0.17,-0.0576,-1.3625,1.0989,hold,-0.0272,0.6828,0.6498,0.0,1.3625,0.4311,0.0657,no_surprise,1.3625,2002-05-31,2.1,8.9,0.4
2002-06-06,0.325,0.8,False,Delphic,hike,0.0847826086956521,-0.0891304347826087,-0.0565217391304347,0.05,0.0043,4.505,0.9424,hold,0.0901,0.5855,0.6824,0.0,-4.505,0.3821,-0.2274,no_surprise,-4.505,2002-06-30,1.9,8.9,0.8
2002-07-04,0.525,0.7,False,Delphic,ambiguous,0.0978723404255319,-0.0840425531914893,0.0148936170212765,0.1967,0.0267,11.6075,0.9694,hold,0.2321,0.6023,0.5274,0.0,-11.6075,0.6398,-0.5963,dovish_surprise,-11.6075,2002-07-31,2.0,9.0,0.8
2002-08-01,0.15,0.775,False,Delphic,hold,0.1785714285714285,-0.1119047619047618,-0.0261904761904761,-0.03,0.0505,0.0825,0.2334,hold,0.0016,0.145,0.9499,0.0,-0.0825,0.0514,-0.0055,no_surprise,-0.0825,2002-08-31,2.1,9.0,0.8
2002-09-12,0.13,0.6,False,Delphic,ambiguous,-0.0366666666666666,-0.2344444444444444,-0.0622222222222222,0.4,-0.1011,3.295,0.7314,hold,0.0659,0.4544,0.7592,0.0,-3.295,0.2755,-0.2259,no_surprise,-3.295,2002-09-30,2.1,9.1,1.1
2002-10-10,0.275,0.75,False,Delphic,hike,0.0955555555555555,-0.3433333333333333,-0.0422222222222222,0.055,-0.0637,4.2125,0.4535,hold,0.0843,0.2818,0.8315,0.0,-4.2125,0.1845,-0.3023,no_surprise,-4.2125,2002-10-31,2.3,9.1,1.1
2002-11-07,0.27,0.43,False,Delphic,ambiguous,0.094047619047619,-0.3154761904761904,-0.0428571428571428,-0.06,-0.0562,0.9725,0.5258,hold,0.0195,0.3267,0.8483,0.0,-0.9725,0.1645,-0.0714,no_surprise,-0.9725,2002-11-30,2.3,9.1,1.1
2002-12-05,0.25,0.85,True,Delphic,ambiguous,0.0454545454545454,-0.2056818181818182,-0.0284090909090909,0.21,-0.0447,-6.7725,0.826,hold,-0.1354,0.5132,0.6163,-50.0,-43.2275,13.8155,-9.3187,dovish_surprise,-43.2275,2002-12-31,2.3,9.2,1.3
2003-01-09,-0.9,0.85,False,Delphic,hold,0.038235294117647,-0.2598039215686274,-0.1254901960784313,0.17,-0.0839,-6.01,0.5306,hold,-0.1202,0.3297,0.8477,0.0,6.01,0.1652,0.5023,hawkish_surprise,6.01,2003-01-31,2.1,9.2,1.3
2003-02-06,-0.85,0.8,False,Delphic,hold,-0.0333333333333333,-0.26875,-0.1041666666666666,-0.045,-0.1181,-3.3725,0.3956,hold,-0.0674,0.2458,0.8651,0.0,3.3725,0.1449,0.2758,no_surprise,3.3725,2003-02-28,2.4,9.2,1.3
2003-03-06,-0.23,0.67,False,Delphic,ambiguous,0.0079999999999999,-0.2339999999999999,-0.06,0.34,-0.0782,-7.4475,0.6782,hold,-0.1489,0.4214,0.7356,-25.0,-17.5525,1.4666,-1.4237,dovish_surprise,-17.5525,2003-03-31,2.4,9.3,0.9
2003-04-03,-0.6,0.8,False,Delphic,ambiguous,0.0375,-0.2395833333333333,-0.06875,-0.0033,-0.0669,-13.8375,1.0251,cut_standard,-0.2767,0.6369,0.446,0.0,13.8375,0.8074,1.0892,hawkish_surprise,13.8375,2003-04-30,2.1,9.3,0.9
2003-05-08,-0.025,0.8,False,Delphic,ambiguous,-0.0071428571428571,-0.3653061224489796,-0.0897959183673469,0.55,-0.1311,-4.965,0.6858,hold,-0.0993,0.4261,0.7758,0.0,4.965,0.2539,0.3592,no_surprise,4.965,2003-05-31,1.8,9.3,0.9
2003-06-05,0.2,0.2,False,Delphic,hold,0.0022727272727272,-0.2181818181818181,-0.0886363636363636,-0.088,-0.082,-1.65,0.5639,hold,-0.033,0.3504,0.8511,-50.0,-48.35,4.646,-3.4539,dovish_surprise,-48.35,2003-06-30,2.0,9.3,0.4
2003-07-10,-0.9,0.4,False,Delphic,cut,-0.0763157894736842,-0.3245614035087719,-0.075438596491228,-0.045,-0.1506,-23.9775,0.91,cut_standard,-0.4795,0.5654,0.2041,0.0,23.9775,1.5891,1.2987,hawkish_surprise,23.9775,2003-07-31,1.9,9.3,0.4
2003-07-31,-0.68,0.43,False,Delphic,cut,-0.13359375,-0.3171874999999999,-0.11875,0.1367,-0.1857,-18.2475,0.9568,cut_standard,-0.3649,0.5945,0.3817,0.0,18.2475,0.9631,0.8917,hawkish_surprise,18.2475,2003-07-31,1.9,9.3,0.4
2003-09-04,-0.6,0.48,False,Delphic,ambiguous,-0.044,-0.2339999999999999,-0.1,0.0,-0.1122,-15.8775,0.9249,cut_standard,-0.3175,0.5747,0.4499,0.0,15.8775,0.7987,0.7396,hawkish_surprise,15.8775,2003-09-30,2.1,9.3,0.6
2003-10-02,0.38,0.47,False,Delphic,hold,-0.0545454545454545,-0.1745454545454545,-0.1054545454545454,0.335,-0.1007,1.64,0.6395,hold,0.0328,0.3973,0.7946,0.0,-1.64,0.2299,-0.074,no_surprise,-1.64,2003-10-31,2.0,9.3,0.6
2003-11-06,-0.1,0.57,False,Delphic,hold,0.0224489795918367,-0.1775510204081632,-0.0877551020408163,0.0767,-0.0596,-0.8375,0.2989,hold,-0.0168,0.1857,0.9285,0.0,0.8375,0.0742,0.0378,no_surprise,0.8375,2003-11-30,2.2,9.3,0.6
2003-12-04,0.15,0.35,False,Delphic,hold,-0.0236363636363636,-0.1618181818181818,-0.0545454545454545,0.1271,-0.0713,2.085,0.3627,hold,0.0417,0.2254,0.8973,0.0,-2.085,0.1084,-0.0941,no_surprise,-2.085,2003-12-31,2.0,9.4,1.1
2004-01-08,0.25,0.4,False,Delphic,ambiguous,0.1119999999999999,0.096,-0.05,0.0,0.0748,0.895,0.6041,hold,0.0179,0.3753,0.8148,0.0,-0.895,0.2048,-0.0487,no_surprise,-0.895,2004-01-31,1.8,9.5,1.1
2004-02-05,-0.02,0.4,False,Delphic,hold,0.1,0.0389999999999999,-0.065,0.1867,0.0487,0.3475,0.4765,hold,0.0069,0.2961,0.8697,0.0,-0.3475,0.1396,-0.019,no_surprise,-0.3475,2004-02-29,1.6,9.5,1.1
2004-03-04,0.05,0.35,True,Delphic,hold,-0.0043478260869565,-0.0456521739130434,-0.0880434782608695,0.13,-0.0335,0.04,0.3944,hold,0.0008,0.2451,0.9,0.0,-0.04,0.1054,-0.0022,no_surprise,-0.04,2004-03-31,1.7,9.5,1.9
2004-04-01,0.15,0.4,False,Delphic,hold,-0.0052083333333333,0.075,-0.09375,0.11,0.0011,2.7775,0.6173,hold,0.0555,0.3836,0.7951,0.0,-2.7775,0.2293,-0.1588,no_surprise,-2.7775,2004-04-30,2.1,9.5,1.9
